id,gender,region,age
102007,0,"kosicky kraj, kosice - zapad",0
102036,1,"trenciansky kraj, trencin",0
102048,1,"nitriansky kraj, nove zamky",23
102200,0,"zilinsky kraj, zilina",0
102255,1,"banskobystricky kraj, brezno",23
102270,1,"nitriansky kraj, topolcany",20
102271,1,"trnavsky kraj, piestany",19
102275,1,"trnavsky kraj, piestany",20
102281,0,"presovsky kraj, presov",0
102319,0,"banskobystricky kraj, brezno",22
102323,0,"banskobystricky kraj, brezno",0
102331,0,"zilinsky kraj, cadca",22
102427,0,"zilinsky kraj, zilina",24
102471,0,"zilinsky kraj, zilina",16
102482,1,"zilinsky kraj, ruzomberok",23
102530,1,"trnavsky kraj, piestany",0
102532,1,"kosicky kraj, kosice - ostatne",24
102617,1,"zilinsky kraj, cadca",24
102619,0,"trenciansky kraj, handlova",0
102687,0,"zilinsky kraj, zilina",26
102689,1,"trnavsky kraj, sered",28
102782,0,"zahranicie, zahranicie - usa",16
102794,0,"zilinsky kraj, namestovo",20
102798,0,"zilinsky kraj, namestovo",0
102812,1,"zilinsky kraj, cadca",18
102842,1,"zahranicie, zahranicie - usa",2
102850,1,"zilinsky kraj, martin",19
102934,1,"zilinsky kraj, bytca",20
102937,0,"bratislavsky kraj, bratislava - stare mesto",23
102965,1,"ceska republika, cz - praha",0
102968,1,"zilinsky kraj, cadca",19
103023,1,"trenciansky kraj, prievidza",0
103106,1,"zilinsky kraj, turcianske teplice",19
103133,1,"zilinsky kraj, tvrdosin",19
103135,0,"zilinsky kraj, cadca",22
103171,0,"banskobystricky kraj, brezno",23
103172,0,"banskobystricky kraj, banska bystrica",22
103192,0,"zilinsky kraj, dolny kubin",19
103202,1,"zahranicie, zahranicie - australia",18
103219,1,"zilinsky kraj, zilina",26
103330,0,"zilinsky kraj, dolny kubin",17
103392,1,"trenciansky kraj, prievidza",22
103423,1,"trenciansky kraj, dubnica nad vahom",21
103466,0,"nitriansky kraj, levice",0
103538,1,"zilinsky kraj, cadca",28
103565,0,"banskobystricky kraj, rimavska sobota",0
103569,0,"trnavsky kraj, trnava",14
103570,1,"nitriansky kraj, komarno",0
103573,0,"zilinsky kraj, liptovsky hradok",0
103607,1,"banskobystricky kraj, rimavska sobota",24
103622,0,"zilinsky kraj, dolny kubin",21
103674,1,"zahranicie, zahranicie - nemecko",21
103681,1,"trnavsky kraj, trnava",21
103739,0,"zilinsky kraj, kysucke nove mesto",31
103744,0,"zilinsky kraj, dolny kubin",0
103747,0,"bratislavsky kraj, bratislava - ostatne",0
103749,0,"trnavsky kraj, dunajska streda",0
103753,1,"presovsky kraj, bardejov",16
103754,0,"zilinsky kraj, zilina",26
103756,0,"banskobystricky kraj, banska bystrica",20
103757,0,"banskobystricky kraj, rimavska sobota",0
103834,1,"zilinsky kraj, zilina",19
103856,0,"kosicky kraj, kosice - juh",0
103866,0,"zilinsky kraj, turcianske teplice",17
103892,1,"banskobystricky kraj, brezno",22
103978,0,"zilinsky kraj, cadca",18
103987,0,"presovsky kraj, stara lubovna",0
103993,0,"kosicky kraj, michalovce",17
104066,0,"presovsky kraj, poprad",0
104068,0,"presovsky kraj, poprad",0
104071,1,"zilinsky kraj, cadca",17
104073,0,"zilinsky kraj, zilina",25
104083,0,"zilinsky kraj, martin",0
104165,1,"zilinsky kraj, tvrdosin",0
104167,0,"zilinsky kraj, trstena",0
104186,0,"zilinsky kraj, cadca",0
104207,0,"zilinsky kraj, cadca",21
104290,1,"kosicky kraj, kosice - zapad",0
104292,0,"banskobystricky kraj, brezno",0
104299,0,"presovsky kraj, svit",16
104350,1,"banskobystricky kraj, banska stiavnica",24
104372,1,"trenciansky kraj, prievidza",14
104378,0,"zilinsky kraj, martin",20
104394,1,"trnavsky kraj, trnava",28
104551,0,"trnavsky kraj, piestany",23
104556,1,"trnavsky kraj, hlohovec",0
104567,0,"trnavsky kraj, sered",0
104586,0,"trenciansky kraj, puchov",22
104613,1,"trenciansky kraj, banovce nad bebravou",20
104622,0,"zilinsky kraj, dolny kubin",0
104646,0,"bratislavsky kraj, bratislava - ostatne",0
104656,1,"zilinsky kraj, zilina",23
104660,0,"banskobystricky kraj, hrinova",14
104664,1,"bratislavsky kraj, pezinok",16
104688,0,"zilinsky kraj, bytca",23
104701,0,"zilinsky kraj, martin",0
104728,1,"zilinsky kraj, zilina",0
104743,1,"banskobystricky kraj, brezno",25
104746,0,"banskobystricky kraj, brezno",23
104786,0,"banskobystricky kraj, brezno",22
104789,1,"zilinsky kraj, cadca",19
104793,1,"zilinsky kraj, cadca",0
104795,1,"zilinsky kraj, cadca",0
104796,1,"zilinsky kraj, cadca",25
104800,0,"zilinsky kraj, dolny kubin",18
104862,1,"zilinsky kraj, cadca",0
104908,0,"zilinsky kraj, tvrdosin",0
104911,1,"banskobystricky kraj, brezno",21
104961,0,"zilinsky kraj, tvrdosin",14
104966,0,"bratislavsky kraj, bratislava - okolie",16
104972,0,"zilinsky kraj, zilina",0
105046,1,"trenciansky kraj, handlova",24
105098,0,"banskobystricky kraj, banska bystrica",21
105104,0,"zilinsky kraj, dolny kubin",24
105120,0,"zilinsky kraj, martin",0
105129,1,"trenciansky kraj, partizanske",20
105132,1,"ceska republika, cz - ostravsky kraj",20
105171,0,"banskobystricky kraj, brezno",24
105173,1,"zilinsky kraj, cadca",21
105184,1,"banskobystricky kraj, kremnica",15
105221,0,"presovsky kraj, humenne",21
105322,0,"zilinsky kraj, martin",23
105338,1,"trenciansky kraj, prievidza",20
105352,1,"trenciansky kraj, dubnica nad vahom",16
105353,0,"bratislavsky kraj, bratislava - ruzinov",0
105358,0,"banskobystricky kraj, sliac",0
105370,0,"presovsky kraj, presov",15
105372,0,"presovsky kraj, presov",0
105375,0,"banskobystricky kraj, banska bystrica",0
105376,0,"trenciansky kraj, dubnica nad vahom",18
105377,0,"banskobystricky kraj, zvolen",0
105386,0,"banskobystricky kraj, brezno",20
105390,0,"zilinsky kraj, zilina",0
105421,1,"banskobystricky kraj, brezno",24
105463,0,"zilinsky kraj, martin",0
105485,0,"bratislavsky kraj, bratislava - ruzinov",19
105492,0,"kosicky kraj, kosice - stare mesto",0
105497,1,"banskobystricky kraj, banska bystrica",0
105512,1,"zilinsky kraj, dolny kubin",0
105531,0,"zilinsky kraj, namestovo",11
105533,0,"zilinsky kraj, namestovo",0
105547,1,"zilinsky kraj, cadca",20
105562,0,"banskobystricky kraj, brezno",24
105633,0,"banskobystricky kraj, banska bystrica",0
105634,0,"zilinsky kraj, trstena",23
105646,0,"banskobystricky kraj, banska bystrica",23
105701,1,"banskobystricky kraj, brezno",23
105715,1,"nitriansky kraj, topolcany",19
105718,0,"zilinsky kraj, zilina",0
105847,0,"zilinsky kraj, martin",20
105940,1,"zilinsky kraj, zilina",26
105949,1,"zilinsky kraj, cadca",33
105977,0,"kosicky kraj, kosice - okolie",0
105978,1,"banskobystricky kraj, zarnovica",22
105980,0,"nitriansky kraj, topolcany",0
105983,1,"trnavsky kraj, skalica",15
105985,0,"kosicky kraj, michalovce",0
105992,0,"trenciansky kraj, prievidza",0
105993,0,"nitriansky kraj, nitra",0
106038,0,"zilinsky kraj, namestovo",23
106116,0,"banskobystricky kraj, brezno",0
106118,0,"banskobystricky kraj, brezno",32
106224,0,"trenciansky kraj, nova dubnica",16
106254,0,"zilinsky kraj, trstena",19
106273,1,"banskobystricky kraj, brezno",22
106339,0,"zahranicie, zahranicie - ostatne",21
106378,1,"zilinsky kraj, namestovo",17
106465,0,"banskobystricky kraj, lucenec",0
106472,1,"bratislavsky kraj, bratislava - ostatne",0
106482,0,"zilinsky kraj, dolny kubin",19
106485,1,"zilinsky kraj, namestovo",18
106552,0,"bratislavsky kraj, bratislava - dubravka",19
106591,1,"zilinsky kraj, dolny kubin",24
106602,0,"zilinsky kraj, trstena",17
106611,0,"zilinsky kraj, tvrdosin",21
106612,0,"zilinsky kraj, dolny kubin",19
106621,1,"zilinsky kraj, dolny kubin",0
106630,0,"zilinsky kraj, cadca",25
106639,0,"nitriansky kraj, nitra",21
106683,0,"zilinsky kraj, zilina",0
106693,0,"presovsky kraj, hanusovce nad toplou",17
106709,0,"nitriansky kraj, nitra",23
106711,0,"zilinsky kraj, turcianske teplice",19
106749,1,"kosicky kraj, kosice - okolie",23
106760,0,"zilinsky kraj, zilina",21
106847,0,"trnavsky kraj, trnava",0
106864,0,"nitriansky kraj, nove zamky",0
106866,0,"bratislavsky kraj, bratislava - ostatne",17
106874,0,"zilinsky kraj, trstena",16
106908,0,"zilinsky kraj, dolny kubin",19
106911,1,"zilinsky kraj, dolny kubin",19
106921,0,"zilinsky kraj, ruzomberok",0
106932,0,"zilinsky kraj, turcianske teplice",19
106945,0,"banskobystricky kraj, kremnica",0
106968,0,"zilinsky kraj, martin",0
107020,0,"ceska republika, cz - ostravsky kraj",19
107022,1,"zilinsky kraj, cadca",21
107029,0,"zahranicie, zahranicie - ostatne",0
107047,0,"kosicky kraj, trebisov",21
107077,0,"ceska republika, cz - ostravsky kraj",0
107079,0,"zilinsky kraj, martin",16
107080,0,"kosicky kraj, kosice - dargovskych hrdinov",0
107083,1,"trenciansky kraj, nove mesto nad vahom",0
107089,0,"kosicky kraj, michalovce",15
107093,1,"presovsky kraj, poprad",18
107112,1,"zilinsky kraj, cadca",23
107130,0,"zilinsky kraj, cadca",0
107162,1,"zilinsky kraj, namestovo",22
107188,0,"zilinsky kraj, cadca",13
107189,1,"presovsky kraj, vranov nad toplou",23
107198,1,"zilinsky kraj, bytca",18
107204,0,"kosicky kraj, kosice - okolie",20
107207,0,"banskobystricky kraj, ziar nad hronom",15
107215,0,"trnavsky kraj, piestany",0
107216,1,"kosicky kraj, spisska nova ves",0
107217,0,"nitriansky kraj, nitra",0
107240,0,"zilinsky kraj, cadca",0
107256,1,"banskobystricky kraj, brezno",25
107282,0,"zahranicie, zahranicie - ostatne",21
107300,0,"zilinsky kraj, cadca",22
107343,1,"banskobystricky kraj, brezno",24
107407,0,"zilinsky kraj, zilina",0
107439,1,"zilinsky kraj, namestovo",22
107450,1,"zilinsky kraj, namestovo",22
107468,0,"banskobystricky kraj, sliac",0
107475,1,"banskobystricky kraj, zvolen",0
107523,0,"presovsky kraj, poprad",0
107545,0,"trenciansky kraj, trencin",0
107563,0,"zilinsky kraj, zilina",26
107579,0,"banskobystricky kraj, banska bystrica",0
107628,0,"zilinsky kraj, zilina",25
107691,0,"zilinsky kraj, dolny kubin",0
107693,0,"zilinsky kraj, dolny kubin",22
107716,0,"zilinsky kraj, zilina",26
107744,1,"zilinsky kraj, kysucke nove mesto",27
107755,0,"zilinsky kraj, cadca",15
107766,1,"zilinsky kraj, cadca",18
107788,0,"zilinsky kraj, namestovo",19
107792,1,"zilinsky kraj, namestovo",21
107885,1,"zilinsky kraj, dolny kubin",18
107888,1,"zilinsky kraj, namestovo",22
107906,1,"zilinsky kraj, zilina",18
107946,0,"zilinsky kraj, ruzomberok",23
107947,0,"trenciansky kraj, trencin",0
107955,1,"trenciansky kraj, prievidza",21
107963,1,"trenciansky kraj, dubnica nad vahom",16
107966,0,"bratislavsky kraj, modra",16
107968,0,"kosicky kraj, spisska nova ves",16
107971,1,"bratislavsky kraj, bratislava - raca",22
107973,0,"zilinsky kraj, dolny kubin",22
108008,1,"zilinsky kraj, cadca",15
108015,1,"bratislavsky kraj, bratislava - ruzinov",0
108037,0,"zilinsky kraj, turzovka",20
108043,0,"zilinsky kraj, dolny kubin",22
108045,0,"zilinsky kraj, zilina",0
108048,0,"zilinsky kraj, namestovo",0
108092,0,"zilinsky kraj, namestovo",22
108151,0,"zilinsky kraj, zilina",26
108157,1,"banskobystricky kraj, banska stiavnica",29
108182,1,"zilinsky kraj, kysucke nove mesto",0
108221,1,"zilinsky kraj, zilina",24
108237,1,"nitriansky kraj, surany",17
108243,0,"kosicky kraj, sobrance",0
108244,0,"bratislavsky kraj, bratislava - karlova ves",19
108245,0,"presovsky kraj, poprad",0
108250,0,"zilinsky kraj, zilina",0
108251,0,"nitriansky kraj, sahy",0
108252,0,"banskobystricky kraj, banska bystrica",16
108256,1,"zilinsky kraj, cadca",18
108307,0,"zilinsky kraj, cadca",18
108315,1,"zilinsky kraj, cadca",22
108374,1,"zilinsky kraj, cadca",16
108387,0,"banskobystricky kraj, detva",0
108392,1,"nitriansky kraj, nove zamky",0
108405,0,"presovsky kraj, stara lubovna",19
108457,0,"bratislavsky kraj, bratislava - petrzalka",22
108459,1,"bratislavsky kraj, malacky",23
108489,0,"kosicky kraj, michalovce",0
108529,1,"bratislavsky kraj, malacky",21
108546,1,"zilinsky kraj, dolny kubin",22
108608,0,"zilinsky kraj, trstena",21
108649,1,"zilinsky kraj, cadca",14
108657,0,"zilinsky kraj, trstena",0
108676,1,"kosicky kraj, trebisov",0
108679,1,"trenciansky kraj, povazska bystrica",16
108683,0,"bratislavsky kraj, bratislava - okolie",0
108687,0,"presovsky kraj, hanusovce nad toplou",17
108688,0,"kosicky kraj, kosice - okolie",0
108739,0,"kosicky kraj, sobrance",22
108750,1,"bratislavsky kraj, bratislava - okolie",0
108781,0,"zilinsky kraj, cadca",0
108784,0,"zilinsky kraj, cadca",15
108825,0,"bratislavsky kraj, pezinok",0
108839,0,"bratislavsky kraj, bratislava - petrzalka",16
108943,0,"banskobystricky kraj, brezno",22
108963,1,"zilinsky kraj, cadca",17
109014,1,"nitriansky kraj, surany",16
109067,1,"zilinsky kraj, cadca",19
109070,0,"zahranicie, zahranicie - ostatne",17
109079,0,"zilinsky kraj, martin",18
109103,0,"zilinsky kraj, bytca",0
109106,1,"zilinsky kraj, cadca",16
109111,0,"bratislavsky kraj, malacky",0
109134,0,"presovsky kraj, poprad",21
109208,0,"presovsky kraj, kezmarok",17
109233,1,"zilinsky kraj, cadca",17
109234,0,"presovsky kraj, kezmarok",21
109259,1,"zilinsky kraj, cadca",20
109261,0,"zilinsky kraj, cadca",21
109334,1,"zilinsky kraj, cadca",19
109389,0,"zilinsky kraj, zilina",11
109392,0,"kosicky kraj, trebisov",19
109397,0,"presovsky kraj, humenne",20
109407,0,"nitriansky kraj, topolcany",17
109410,1,"bratislavsky kraj, malacky",16
109423,0,"ceska republika, cz - ustecky kraj",0
109441,0,"zilinsky kraj, krasno nad kysucou",20
109451,1,"zilinsky kraj, zilina",27
109460,0,"zilinsky kraj, cadca",18
109474,0,"ceska republika, cz - pardubicky kraj",25
109531,1,"trnavsky kraj, trnava",31
109549,1,"zilinsky kraj, zilina",0
109579,1,"zilinsky kraj, bytca",0
109611,1,"bratislavsky kraj, bratislava - okolie",22
109622,0,"zilinsky kraj, zilina",23
109679,0,"trenciansky kraj, trencin",0
109684,0,"banskobystricky kraj, hrinova",0
109689,1,"presovsky kraj, presov",22
109711,1,"bratislavsky kraj, malacky",20
109785,1,"zahranicie, zahranicie - gb",21
109788,1,"kosicky kraj, medzev",24
109805,0,"banskobystricky kraj, banska bystrica",24
109848,0,"zahranicie, zahranicie - usa",21
109892,1,"trenciansky kraj, ilava",0
109897,1,"banskobystricky kraj, brezno",23
109914,1,"presovsky kraj, spisske podhradie",20
109960,1,"bratislavsky kraj, bratislava - ruzinov",27
109966,1,"zilinsky kraj, namestovo",0
109978,1,"trenciansky kraj, povazska bystrica",22
110003,1,"trenciansky kraj, povazska bystrica",19
110015,0,"zilinsky kraj, cadca",21
110029,1,"ceska republika, cz - praha",0
110080,1,"trenciansky kraj, nova dubnica",19
110111,1,"trenciansky kraj, novaky",16
110112,1,"kosicky kraj, kosice - sidlisko tahanovce",15
110119,1,"zilinsky kraj, martin",0
110123,0,"trnavsky kraj, galanta",0
110126,0,"bratislavsky kraj, bratislava - stare mesto",0
110127,0,"presovsky kraj, sabinov",21
110308,0,"trenciansky kraj, prievidza",0
110320,0,"zilinsky kraj, kysucke nove mesto",16
110342,0,"presovsky kraj, presov",22
110370,0,"zilinsky kraj, dolny kubin",22
110408,0,"zilinsky kraj, dolny kubin",0
110431,1,"trenciansky kraj, trencin",0
110446,0,"zilinsky kraj, zilina",0
110447,0,"zilinsky kraj, zilina",25
110488,1,"nitriansky kraj, topolcany",20
110489,1,"zilinsky kraj, martin",0
110491,0,"trenciansky kraj, nove mesto nad vahom",15
110564,1,"zilinsky kraj, zilina",25
110582,0,"trnavsky kraj, trnava",0
110610,0,"zilinsky kraj, zilina",22
110669,1,"zahranicie, zahranicie - gb",0
110681,0,"nitriansky kraj, levice",21
110725,1,"trenciansky kraj, nova dubnica",22
110763,1,"trenciansky kraj, prievidza",24
110791,1,"zilinsky kraj, cadca",30
110805,1,"zilinsky kraj, dolny kubin",20
110808,1,"zilinsky kraj, dolny kubin",21
110835,1,"zilinsky kraj, dolny kubin",20
110848,1,"ceska republika, cz - ostravsky kraj",0
110860,1,"zilinsky kraj, cadca",27
110887,1,"nitriansky kraj, nitra",15
110926,1,"presovsky kraj, humenne",20
110949,1,"zilinsky kraj, dolny kubin",19
110952,1,"zilinsky kraj, dolny kubin",24
110953,0,"presovsky kraj, stropkov",13
110976,0,"zilinsky kraj, martin",23
110978,0,"zilinsky kraj, martin",23
110994,0,"zilinsky kraj, turzovka",0
110997,0,"zilinsky kraj, turzovka",15
111002,0,"zilinsky kraj, dolny kubin",19
111012,0,"trnavsky kraj, samorin",16
111014,0,"trnavsky kraj, galanta",16
111058,0,"kosicky kraj, kosice - sidlisko tahanovce",17
111060,0,"bratislavsky kraj, bratislava - okolie",0
111063,0,"kosicky kraj, kosice - sever",0
111076,1,"banskobystricky kraj, banska bystrica",23
111190,0,"zilinsky kraj, turzovka",0
111213,0,"trenciansky kraj, trencin",16
111214,0,"trnavsky kraj, hlohovec",16
111215,0,"zahranicie, zahranicie - usa",0
111220,0,"kosicky kraj, michalovce",15
111221,0,"trenciansky kraj, prievidza",13
111223,1,"banskobystricky kraj, lucenec",0
111249,1,"zilinsky kraj, zilina",24
111282,0,"banskobystricky kraj, detva",0
111324,0,"ceska republika, cz - ostravsky kraj",16
111354,0,"bratislavsky kraj, senec",18
111355,0,"trenciansky kraj, puchov",18
111359,0,"nitriansky kraj, nitra",17
111360,1,"bratislavsky kraj, senec",0
111367,0,"kosicky kraj, velke kapusany",18
111369,0,"bratislavsky kraj, bratislava - ruzinov",0
111382,0,"zilinsky kraj, rajecke teplice",23
111497,0,"zilinsky kraj, martin",25
111504,0,"bratislavsky kraj, bratislava - okolie",0
111508,1,"banskobystricky kraj, poltar",20
111519,1,"presovsky kraj, bardejov",16
111536,0,"zilinsky kraj, zilina",18
111563,0,"zilinsky kraj, dolny kubin",0
111601,0,"zilinsky kraj, turzovka",0
111647,0,"zilinsky kraj, turzovka",0
111665,0,"zilinsky kraj, zilina",25
111675,0,"kosicky kraj, spisska nova ves",0
111682,1,"zilinsky kraj, zilina",20
111696,0,"trenciansky kraj, povazska bystrica",0
111698,0,"zilinsky kraj, zilina",17
111703,1,"trenciansky kraj, prievidza",6
111711,1,"bratislavsky kraj, bratislava - karlova ves",15
111712,0,"trnavsky kraj, trnava",0
111749,0,"zilinsky kraj, zilina",27
111798,1,"banskobystricky kraj, banska bystrica",25
111810,1,"zilinsky kraj, cadca",26
111821,0,"kosicky kraj, kosice - saca",19
111850,1,"zilinsky kraj, zilina",17
111851,0,"zilinsky kraj, cadca",20
111854,1,"zilinsky kraj, namestovo",0
111920,0,"trenciansky kraj, povazska bystrica",18
111934,1,"kosicky kraj, spisska nova ves",14
111938,1,"nitriansky kraj, nitra",0
111958,0,"banskobystricky kraj, banska bystrica",24
111978,1,"zilinsky kraj, tvrdosin",23
111984,0,"banskobystricky kraj, zvolen",20
112026,0,"zilinsky kraj, dolny kubin",20
112134,1,"zilinsky kraj, tvrdosin",14
112171,0,"zilinsky kraj, namestovo",19
112270,0,"trenciansky kraj, novaky",18
112306,0,"zilinsky kraj, cadca",26
112315,0,"zilinsky kraj, zilina",20
112425,1,"zilinsky kraj, zilina",0
112435,0,"zilinsky kraj, bytca",18
112452,1,"banskobystricky kraj, brezno",24
112602,0,"nitriansky kraj, nitra",0
112611,0,"trnavsky kraj, trnava",0
112633,1,"bratislavsky kraj, bratislava - petrzalka",21
112637,1,"trnavsky kraj, piestany",23
112661,0,"zilinsky kraj, zilina",0
112674,1,"banskobystricky kraj, hnusta",26
112733,1,"zilinsky kraj, zilina",24
112740,0,"banskobystricky kraj, banska bystrica",28
112747,1,"nitriansky kraj, zlate moravce",23
112760,0,"zilinsky kraj, zilina",20
112894,1,"zilinsky kraj, zilina",17
112895,1,"zilinsky kraj, zilina",0
112901,0,"zahranicie, zahranicie - ostatne",0
113004,0,"trenciansky kraj, puchov",19
113021,1,"zilinsky kraj, ruzomberok",0
113073,0,"zilinsky kraj, namestovo",19
113109,0,"presovsky kraj, presov",22
113119,0,"nitriansky kraj, vrable",15
113153,0,"banskobystricky kraj, banska bystrica",0
113276,0,"zilinsky kraj, namestovo",0
113296,1,"zilinsky kraj, zilina",0
113307,0,"zilinsky kraj, martin",23
113308,1,"banskobystricky kraj, kremnica",26
113388,0,"banskobystricky kraj, zvolen",19
113393,0,"presovsky kraj, velky saris",0
113472,0,"zilinsky kraj, zilina",24
113504,0,"banskobystricky kraj, brezno",24
113507,1,"zilinsky kraj, kysucke nove mesto",24
113546,1,"zahranicie, zahranicie - ostatne",22
113561,1,"zilinsky kraj, cadca",0
113568,0,"zilinsky kraj, turzovka",22
113614,0,"zilinsky kraj, cadca",20
113643,0,"zilinsky kraj, zilina",29
113659,0,"nitriansky kraj, topolcany",17
113660,1,"kosicky kraj, spisska nova ves",14
113668,0,"kosicky kraj, kosice - dargovskych hrdinov",0
113670,0,"kosicky kraj, kosice - stare mesto",19
113707,1,"zilinsky kraj, zilina",27
113709,0,"zilinsky kraj, zilina",25
113752,1,"zilinsky kraj, ruzomberok",22
113762,0,"zilinsky kraj, cadca",22
113791,0,"zilinsky kraj, ruzomberok",0
113802,1,"zilinsky kraj, zilina",21
113807,0,"zahranicie, zahranicie - ostatne",19
113847,0,"zahranicie, zahranicie - ostatne",0
113855,1,"zilinsky kraj, liptovsky mikulas",20
113864,0,"zilinsky kraj, cadca",23
113904,0,"zilinsky kraj, liptovsky mikulas",0
113909,0,"trenciansky kraj, puchov",21
113915,0,"zilinsky kraj, cadca",23
113920,1,"bratislavsky kraj, pezinok",0
113937,0,"zilinsky kraj, namestovo",20
113960,0,"zahranicie, zahranicie - ostatne",22
113977,0,"trnavsky kraj, hlohovec",21
113991,1,"kosicky kraj, kosice - saca",0
114025,0,"trenciansky kraj, trencin",0
114029,0,"zilinsky kraj, bytca",22
114036,0,"zilinsky kraj, zilina",20
114038,0,"zilinsky kraj, zilina",0
114053,0,"zilinsky kraj, kysucke nove mesto",0
114054,0,"zilinsky kraj, zilina",25
114072,0,"zilinsky kraj, cadca",24
114090,0,"zahranicie, zahranicie - usa",23
114097,0,"zilinsky kraj, zilina",22
114100,0,"zilinsky kraj, zilina",36
114120,1,"zilinsky kraj, cadca",0
114166,0,"zilinsky kraj, cadca",37
114168,0,"zilinsky kraj, cadca",19
114199,1,"zilinsky kraj, namestovo",22
114203,1,"zilinsky kraj, cadca",21
114219,0,"zilinsky kraj, cadca",20
114342,0,"zilinsky kraj, zilina",0
114346,0,"zilinsky kraj, zilina",0
114392,0,"trenciansky kraj, prievidza",0
114439,0,"zilinsky kraj, cadca",24
114443,0,"zilinsky kraj, zilina",18
114449,1,"zilinsky kraj, cadca",26
114468,0,"zilinsky kraj, zilina",23
114489,1,"zilinsky kraj, namestovo",13
114513,0,"bratislavsky kraj, bratislava - ostatne",0
114524,0,"zilinsky kraj, zilina",0
114546,1,"bratislavsky kraj, bratislava - stare mesto",25
114588,1,"presovsky kraj, poprad",25
114593,0,"kosicky kraj, spisska nova ves",14
114628,1,"zilinsky kraj, cadca",22
114648,1,"zahranicie, zahranicie - francuzsko",0
114651,0,"zilinsky kraj, kysucke nove mesto",30
114684,0,"trenciansky kraj, prievidza",16
114703,1,"zilinsky kraj, cadca",22
114709,1,"zilinsky kraj, cadca",0
114729,1,"banskobystricky kraj, banska bystrica",23
114740,0,"zilinsky kraj, namestovo",20
114771,0,"banskobystricky kraj, brezno",0
114772,1,"zahranicie, zahranicie - usa",17
114775,0,"presovsky kraj, presov",20
114795,0,"banskobystricky kraj, brezno",23
114827,0,"zilinsky kraj, namestovo",20
114829,0,"zilinsky kraj, namestovo",22
114830,0,"zilinsky kraj, namestovo",19
114860,1,"trenciansky kraj, ilava",20
114906,0,"zilinsky kraj, bytca",22
114907,1,"zilinsky kraj, turzovka",28
114917,1,"zilinsky kraj, namestovo",19
114973,1,"trenciansky kraj, puchov",0
114983,1,"trnavsky kraj, hlohovec",0
114984,1,"nitriansky kraj, nove zamky",19
115028,0,"zilinsky kraj, turzovka",24
115034,0,"zilinsky kraj, cadca",25
115038,0,"zilinsky kraj, cadca",22
115054,1,"banskobystricky kraj, rimavska sobota",23
115085,0,"banskobystricky kraj, brezno",23
115197,1,"zilinsky kraj, zilina",23
115206,0,"banskobystricky kraj, brezno",24
115280,1,"presovsky kraj, snina",14
115287,0,"trenciansky kraj, myjava",19
115298,1,"zilinsky kraj, tvrdosin",0
115314,1,"banskobystricky kraj, tornala",22
115370,0,"zilinsky kraj, cadca",0
115372,0,"zilinsky kraj, cadca",0
115420,0,"zahranicie, zahranicie - usa",0
115438,0,"zilinsky kraj, martin",18
115449,0,"zilinsky kraj, zilina",19
115453,0,"banskobystricky kraj, tornala",0
115495,1,"banskobystricky kraj, brezno",17
115498,1,"banskobystricky kraj, banska bystrica",23
115508,1,"banskobystricky kraj, banska bystrica",25
115558,0,"kosicky kraj, roznava",19
115587,0,"zahranicie, zahranicie - ostatne",0
115592,1,"trenciansky kraj, prievidza",14
115596,0,"kosicky kraj, spisska nova ves",0
115604,0,"trenciansky kraj, ilava",0
115621,1,"zilinsky kraj, zilina",24
115634,1,"zilinsky kraj, ruzomberok",23
115677,0,"zilinsky kraj, bytca",17
115686,0,"zilinsky kraj, zilina",0
115700,1,"banskobystricky kraj, brezno",24
115752,0,"zilinsky kraj, cadca",22
115794,0,"zilinsky kraj, ruzomberok",0
115815,1,"zilinsky kraj, zilina",23
115819,1,"zilinsky kraj, bytca",17
115823,1,"zilinsky kraj, bytca",0
115860,1,"trenciansky kraj, prievidza",19
115870,0,"banskobystricky kraj, brezno",21
115890,0,"zilinsky kraj, ruzomberok",0
115893,1,"zilinsky kraj, ruzomberok",0
115953,0,"zilinsky kraj, dolny kubin",19
115954,1,"zilinsky kraj, cadca",22
115973,1,"banskobystricky kraj, brezno",25
115989,1,"zilinsky kraj, bytca",16
116002,1,"bratislavsky kraj, bratislava - nove mesto",27
116053,1,"zilinsky kraj, zilina",19
116056,1,"banskobystricky kraj, brezno",23
116079,1,"zilinsky kraj, rajecke teplice",19
116091,1,"zilinsky kraj, zilina",26
116094,1,"zilinsky kraj, cadca",25
116206,0,"bratislavsky kraj, bratislava - raca",22
116244,0,"zilinsky kraj, namestovo",0
116309,0,"kosicky kraj, roznava",0
116340,0,"nitriansky kraj, nove zamky",13
116349,0,"presovsky kraj, presov",0
116351,0,"trnavsky kraj, dunajska streda",21
116389,1,"banskobystricky kraj, banska bystrica",25
116404,1,"banskobystricky kraj, banska bystrica",21
116417,0,"zilinsky kraj, zilina",24
116444,1,"zilinsky kraj, cadca",25
116505,1,"banskobystricky kraj, brezno",22
116512,1,"banskobystricky kraj, brezno",0
116536,1,"kosicky kraj, roznava",0
116539,0,"nitriansky kraj, nitra",16
116552,1,"banskobystricky kraj, lucenec",14
116614,0,"zilinsky kraj, cadca",20
116634,0,"banskobystricky kraj, zvolen",20
116660,0,"nitriansky kraj, nitra",20
116673,1,"zilinsky kraj, rajecke teplice",15
116677,1,"banskobystricky kraj, revuca",0
116695,1,"zilinsky kraj, bytca",23
